ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
15731,CS,4993,30,IND,1 - 3,Yixin Sun,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15183,CS,4993,31,IND,1 - 3,Samira Khan,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15739,CS,4993,32,IND,1 - 3,Judy Fox,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15220,CS,4993,33,IND,1 - 3,Haiying Shen,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15759,CS,4993,34,IND,1 - 3,Yangfeng Ji,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15760,CS,4993,35,IND,1 - 3,Jundong Li,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15875,CS,4993,36,IND,1 - 3,Miaomiao Zhang,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15888,CS,4993,37,IND,1 - 3,Tianhao Wang,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15267,CS,4993,38,IND,1 - 3,Lu Feng,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15892,CS,4993,39,IND,1 - 3,Felix Lin,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15762,CS,4993,40,IND,1 - 3,Geoffrey Fox,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15363,CS,4993,41,IND,1 - 3,Sebastian Elbaum,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15814,CS,4993,42,IND,1 - 3,Mark Sherriff,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15861,CS,4993,43,IND,1 - 3,Yue Cheng,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16487,CS,4993,44,IND,1 - 3,Kun Qian,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15872,CS,4993,45,IND,1 - 3,Kevin Sullivan,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16284,CS,4993,46,IND,1 - 3,Adwait Jog,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16318,CS,4993,47,IND,1 - 3,Kevin Skadron,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16369,CS,4993,48,IND,1 - 3,Hyojoon Kim,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16420,CS,4993,49,IND,1 - 3,Yen-Ling Kuo,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16425,CS,4993,50,IND,1 - 3,Shangtong Zhang,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15454,CS,4998,1,IND,3,David Evans,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15825,CS,4998,2,IND,3,Panagiotis Apostolellis,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15455,CS,4998,3,IND,3,Panagiotis Apostolellis,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16151,CS,4998,4,IND,3,Brad Campbell,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15494,CS,4998,5,IND,3,Robbie Hott,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15495,CS,4998,6,IND,3,Daniel Graham,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15882,CS,4998,7,IND,3,Kevin Skadron,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16019,CS,4998,8,IND,3,Shangtong Zhang,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15496,CS,4998,9,IND,3,Seongkook Heo,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15497,CS,4998,10,IND,3,Sebastian Elbaum,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15498,CS,4998,11,IND,3,Ashish Venkat,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15531,CS,4998,12,IND,3,Homa Alemzadeh,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15401,CS,4998,13,IND,3,Yanjun Qi,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15335,CS,4998,14,IND,3,Mark Sherriff,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15603,CS,4998,15,IND,3,Madhav Marathe,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16421,CS,4998,16,IND,3,Ferdinando Fioretto,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16288,CS,4998,17,IND,3,Briana Morrison,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16296,CS,4998,18,IND,3,Aidong Zhang,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15672,CS,4998,19,IND,3,Tariq Iqbal,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16297,CS,4998,20,IND,3,Tom Fletcher,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16306,CS,4998,21,IND,3,Wei-Kai Lin,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16268,CS,4998,22,IND,3,Chen-Yu Wei,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16441,CS,4998,23,IND,3,Anil Vullikanti,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16476,CS,4998,24,IND,3,Yixin Sun,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15710,CS,4998,25,IND,3,Afsaneh Doryab,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15740,CS,4998,26,IND,3,Judy Fox,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
16481,CS,4998,27,IND,3,Zezhou Cheng,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
15810,CS,4998,28,IND,3,Rich Nguyen,TBA,TBA,Distinguished BA Majors Research,,Open,0,30,0,,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major"
19605,CS,6111,1,Lecture,3,Haiying Shen,MoWe 2:00pm - 3:15pm,Rice Hall 340,Cloud Computing,,Open,0,35,0,,"This course introduces a basic grounding in designing and implementing cloud systems. It aims to acquaint students with principles and technologies of server clusters, virtualized datacenters, Internet clouds, and applications. Students will gain hands-on experience on public cloud such as Amazon EC2. Prerequisites: CS2150 Program and Data Representation or CS 111x Introduction to Programming, CS 4457 Computer Networks or equivalent background."
14744,CS,6190,1,Lecture,1 - 3,Sandhya Dwarkadas,TuTh 3:30pm - 4:45pm,Rice Hall 130,Computer Science Perspectives,,Open,0,140,0,,"This 'acclimation' seminar helps new graduate students become productive researchers. Faculty and visitors speak on a wide variety of research topics, as well as on tools available to researchers, including library resources, various operating systems, UNIX power tools, programming languages, software development and version control systems, debugging tools, user interface toolkits, word processors, publishing systems, HTML, JAVA, browsers, Web tools, and personal time management. Prerequisite: CS graduate student or instructor permission."
16024,CS,6222,1,Lecture,3,John Doerner,MoWe 12:30pm - 1:45pm,Rice Hall 340,Introduction to Cryptography,,Open,0,32,0,,"This course will provide an introduction to modern cryptography and its applications to computer security. This course will cover the fundamentals of symmetric cryptography (i.e., encryption and message authentication) and public-key cryptography (i.e., key-exchange and signatures) as well as cryptographic protocols like zero-knowledge proof systems. Recommended prerequisites: CS 2102, 3102, and 4102 (or equivalent experience)."
15944,CS,6316,1,Lecture,3,Chen Chen,MoWe 2:00pm - 3:15pm,Olsson Hall 011,Machine Learning,,Open,0,32,0,,"This is a graduate-level machine learning course. Machine Learning is concerned with computer programs that automatically improve their performance through experience. This course covers introductory topics about the theory and practical algorithms for machine learning from a variety of perspectives. Topics include supervised learning, unsupervised learning and learning theory. Prerequisite: Calculus, Basic linear algebra, Basic Probability and Basic Algorithm. Statistics is recommended. Students should already have good programming skills."
15995,CS,6354,1,Lecture,3,Ashish Venkat,MoWe 9:30am - 10:45am,Rice Hall 032,Computer Architecture,,Open,0,30,0,,"Study of representative digital computer organization with emphasis on control unit logic, input/output processors and devices, asynchronous processing, concurrency, and parallelism. Memory hierarchies. Prerequisite: CS 3330 or proficiency in assembly language programming."
20062,CS,6501,1,Lecture,3,Yangfeng Ji,TuTh 11:00am - 12:15pm,Rice Hall 340,Special Topics in Computer Science,Natural Language Processing,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
16172,CS,6501,2,Lecture,3,Matheus Xavier Ferreira,MoWe 2:00pm - 3:15pm,Rice Hall 011,Special Topics in Computer Science,Economics of Distributed Systems,Open,0,24,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
16173,CS,6501,3,Lecture,3,To Be Announced,MoWe 3:30pm - 4:45pm,Olsson Hall 005,Special Topics in Computer Science,TBD,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
19606,CS,6501,4,Lecture,3,Yen-Ling Kuo,MoWe 9:30am - 10:45am,Rice Hall 340,Special Topics in Computer Science,Learning for Interactive Robots,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
16174,CS,6501,5,Lecture,3,Zezhou Cheng,MoWe 5:00pm - 6:15pm,Rice Hall 340,Special Topics in Computer Science,3D Computer Vision,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
15916,CS,6501,6,Lecture,3,Wenxi Wang,TuTh 9:30am - 10:45am,Rice Hall 340,Special Topics in Computer Science,Machine Learning for Software Reliability,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
15917,CS,6501,7,Lecture,3,To Be Announced,TuTh 2:00pm - 3:15pm,Rice Hall 032,Special Topics in Computer Science,TBD,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
19607,CS,6501,8,Lecture,3,"Arsalan Heydarian, Brad Campbell",MoWe 3:30pm - 4:45pm,Rice Hall 340,Special Topics in Computer Science,Smart and Healthy Buildings,Open,0,17,0,"CS 4501-001, CE 4070-001, CE 6070-001, CS 6501-008",Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
19608,CS,6501,9,Lecture,3,Kun Qian,MoWe 3:30pm - 4:45pm,Rice Hall 032,Special Topics in Computer Science,Wireless Sensing for Internet of Things,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
15918,CS,6501,10,Lecture,3,To Be Announced,TuTh 5:00pm - 6:15pm,Rice Hall 340,Special Topics in Computer Science,TBD,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
16026,CS,6501,11,Lecture,3,Yue Cheng,MoWe 11:00am - 12:15pm,Rice Hall 340,Special Topics in Computer Science,TBD,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
20359,CS,6501,12,Lecture,3,Tom Fletcher,TuTh 9:30am - 10:45am,Thornton Hall E316,Special Topics in Computer Science,Digital Signal Processing,Open,0,15,0,"ECE 4750-001, ECE 6750-001, CS 4501-006, CS 6501-012",Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
20371,CS,6501,13,Lecture,3,Miaomiao Zhang,MoWe 2:00pm - 3:15pm,Thornton Hall E316,Special Topics in Computer Science,Machine Learning in Image Analysis,Open,0,20,0,"ECE 6782-001, ECE 4501-001, CS 4501-007, CS 6501-013",Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
20063,CS,6501,14,Lecture,3,Chen-Yu Wei,MoWeFr 11:00am - 11:50am,Thornton Hall D223,Special Topics in Computer Science,Reinforcement Learning,Open,0,32,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
20061,CS,6501,15,Lecture,3,Seongkook Heo,TuTh 2:00pm - 3:15pm,Olsson Hall 005,Special Topics in Computer Science,Human-Computer Interaction,Open,0,60,0,,Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
20439,CS,6501,16,Lecture,3,Jundong Li,TuTh 3:30pm - 4:45pm,Mechanical Engr Bldg 213,Special Topics in Computer Science,Convex Optimization for Engineering & Data Science,Open,0,15,0,"ECE 6501-001, CS 6501-016",Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies. Prerequisite: Instructor permission.
15654,CS,6762,1,Lecture,3,Felix Lin,MoWe 3:30pm - 4:45pm,Mechanical Engr Bldg 341,"Signal Processing, Machine Learning and Control",,Open,0,48,0,,"This is a core Cyber Physical Systems (CPS) class. It provides fundamental core material in signal processing, machine learning, and feedback control. However, the material is not presented in a traditional manner and does not replace deep domain expertise in these topics. Rather, the principles and skills taught in this class highlight the intersection of the cyber and the physical."
19612,CS,6780,1,Lecture,3,Brad Campbell,TuTh 2:00pm - 3:15pm,Rice Hall 340,Cyber-Physical Systems Technology and Ethics,,Open,0,12,0,"CE 6780-001, MAE 6780-001, SYS 6780-001, ECE 6501-008, CS 6780-001","This course is designed to develop cross-competency in the technical, analytical, and professional capabilities necessary for the emerging field of Cyber-Physical Systems (CPS). It provides convergence learning activities based around the applications, technologies, and system designs of CPS as well as exploring the ethical, social, and policy dimensions of CPS work. The course also emphasizes the importance of communication as a necessary skill."
16073,CS,6890,1,IND,1,Yen-Ling Kuo,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15463,CS,6890,2,IND,1,Farzad Hassanzadeh,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15484,CS,6890,3,IND,1,Madhav Marathe,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15289,CS,6890,4,IND,1,David Evans,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
16072,CS,6890,5,IND,1,Chen-Yu Wei,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15290,CS,6890,6,IND,1,Miaomiao Zhang,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
16071,CS,6890,7,IND,1,Hyojoon Kim,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15291,CS,6890,8,IND,1,Aidong Zhang,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
16070,CS,6890,9,IND,1,Wei-Kai Lin,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15500,CS,6890,10,IND,1,Seongkook Heo,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15501,CS,6890,11,IND,1,Sebastian Elbaum,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
16069,CS,6890,12,IND,1,Ferdinando Fioretto,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15502,CS,6890,13,IND,1,Ashish Venkat,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15854,CS,6890,14,IND,1,Shangtong Zhang,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15525,CS,6890,15,IND,1,Jack Davidson,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
